username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink
Dean Asbell,DeanAsbell,2018-04-18 02:51,16,49,"$ TSLA If you read Elon's email, I highly recommend you go back and read it a second time. It's shocking. Way worse the second time. No manager of a well run operation would communicate with company employees in that manner. I think the company is in a state of disarray.",,,,"986353891729063936",https://twitter.com/DeanAsbell/status/986353891729063936
NetflixAndLamp,NetflixAndLamp,2018-04-25 04:54,3,31,"$ TSLA reality: (1) M3 reservations 50k not 450k (2) M3 line down, so losing $16mm/day rather than usual $11mm/day (3) Suppliers have Elon by balls (4) Cash barely positive, Deepak sh*tting himself (5) Elon crying on CBS (6) Idiots going long (7) People with brains going short",,,,"988921676359438337",https://twitter.com/NetflixAndLamp/status/988921676359438337
Thomas Thornton,TommyThornton,2018-04-25 04:07,3,11,"#FF @MontanaSkeptic1 i know it’s not Friday but this guy has been spot on with his $ TSLA analysis and the @QTRResearch podcast is a excellent.",,@MontanaSkeptic1 @QTRResearch,#FF,"988909731237519360",https://twitter.com/TommyThornton/status/988909731237519360
Nikola’s Stache,BSA19741,2018-04-25 03:58,3,11,"(3) nobody ever issues under 4(a)(2) because of the complexity and legal risk. Why would a $55 billion company at the time do this? There is only one answer. $ tsla can not effect a registration statement.",,,,"988907472181227520",https://twitter.com/BSA19741/status/988907472181227520
Nikola’s Stache,BSA19741,2018-04-25 03:56,3,7,"(2) no exemp. because unregistered shares were likely sold to unaccredited investors. Safe harbors are limited in 4 (a)(2). Rule of thumb is never do this. Holding periods of 1 yr required and a PPM. Substantial legal risk for $ tsla in the event of any price drop since 11/17.",,,,"988907006651256832",https://twitter.com/BSA19741/status/988907006651256832
Mario,restiniJM,2018-04-25 01:47,2,8,"$ TSLA downtrend generated even more interest from the short folks, who are now everybody everywhere. The "double down" creates a radical pressure cooker like situation. If news change towards the positive side, for example if Model 3 production spikes, things will get explosive",,,,"988874670446469120",https://twitter.com/restiniJM/status/988874670446469120
SCTY+TSLA=Caa=Q,Adamd1216,2018-04-25 01:45,3,10,"@TeslaCharts Agree! It's at trying times in the market like this that you search for companies with an erratic CEO, increased margin compression, credit downgrades, increasing liabilities, and 3-4 months of cash burn left to navigate volatility. $ TSLA =Best of Breed.",,@TeslaCharts,,"988874079355666439",https://twitter.com/Adamd1216/status/988874079355666439
adam spittler,aspit,2018-04-25 01:05,2,13,"$ tsla debt starting to crater again.",,,,"988863942343774208",https://twitter.com/aspit/status/988863942343774208
Xerxes,4xRevenue,2018-04-24 23:34,2,17,"$ tsla Bonds taking a nice beating today. Great way to own all the downside with none of the upside.",,,,"988841120477208580",https://twitter.com/4xRevenue/status/988841120477208580
"Elon Says",ElonBachman,2018-04-24 22:47,8,26,"$ TSLA bear: "Tesla will lose money playing roulette." *Tesla sits down to play, loses $1000.* *Tesla goes to ATM, withdraws $1000, sits back down to play.* $ TSLA bull: "You pooh-poohed roulette, but Tesla STILL HASN'T RUN OUT OF MONEY. Don't you feel DUMB?"",,,,"988829289876516865",https://twitter.com/ElonBachman/status/988829289876516865
Fair Dinkum Capital,FairDinkumCap,2018-04-24 21:37,1,22,"Tesla lines are fully active... @TeslaCharts $ tsla $ tslaq pic.twitter.com/pk9HyMxBlN",,@TeslaCharts,,"988811627515396097",https://twitter.com/FairDinkumCap/status/988811627515396097
Ensworth Lacrosse,ensworth_lax,2018-04-24 19:04,5,15,"Ensworth host USN tonight at 5pm on the Turf Field. #Wecelebratethe8 #programstarters #onemission @TSLA _Lacrosse @EnsworthTigers pic.twitter.com/JV9EznRYp2",,@TSLA @EnsworthTigers,#Wecelebratethe8 #programstarters #onemission,"988773123054063617",https://twitter.com/ensworth_lax/status/988773123054063617
Vladimir Grinshpun,VGrinshpun,2018-04-24 18:56,11,25,"$ TSLA @Tesla @elonmusk Tesla provided 2MWh battery system for the biggest behind-the-meter storage system in Europe, and the first system to be used in the glass industry, at the Ardagh Group plant in Irvine, Scotland http://www. glass-international.com/news/view/arda gh-glass-implements-sustainable-battery-storage-system … https://www. esb.ie/tns/press-cent re/2018/2018/04/17/esb-partners-with-ardagh-group-to-increases-resilience-and-energy-security-at-its-glass-container-production-plant-in-scotland …",,@Tesla @elonmusk,,"988771281674887168",https://twitter.com/VGrinshpun/status/988771281674887168
Roosevelt Stinson,RooseveltPatoo1,2018-04-24 07:40,4,14,"We’re due for a tweet from @elonmusk . His mighty tweet will smite the naughty, perverted short sellers. $ TSLA",,@elonmusk,,"988600963865956352",https://twitter.com/RooseveltPatoo1/status/988600963865956352
Arun Chopra CFA CMT,FusionptCapital,2018-04-23 09:27,12,41,"$ TSLA Pretty solid short thesis pic.twitter.com/IfDwwwATEd",,,,"988265602870542336",https://twitter.com/FusionptCapital/status/988265602870542336
VeritatisSplendor,FalconWingFail,2018-04-20 06:25,16,25,"Telling graphic showing relationship btwn vehicles sold to market cap. Good visualization of the appropriate ratio to revalue $ TSLA stock. This demonstrates well the reckless speculation resulting from repealing the spirit of #GlassSteagall https://www. bloomberg.com/news/articles/ 2018-04-19/tesla-s-cash-burn-has-elon-musk-s-dreams-living-on-borrowed-time … pic.twitter.com/zhfvAX4WAE",,,#GlassSteagall,"987132716922691586",https://twitter.com/FalconWingFail/status/987132716922691586
ValueAnalyst,ValueAnalyst1,2018-04-19 22:23,8,36,"BREAKING NEWS: @elonmusk paints the parking lot yellow $ TSLA pic.twitter.com/3HJe5GLS2o",,@elonmusk,,"987011283269619713",https://twitter.com/ValueAnalyst1/status/987011283269619713
jason woron,jason_woron,2018-04-18 20:04,7,48,"How can you NOT admire this guy, Elon has revolutionized auto manufacturing by increasing employees per car by several orders of magnitude. $ TSLA",,,,"986613844217909248",https://twitter.com/jason_woron/status/986613844217909248
TESLARATI,Teslarati,2018-04-18 18:33,53,225,"Tesla shares ( TSLA ) up in premarket as new Model 3 production goals get leaked - https://www. teslarati.com/tesla-tsla-sha res-up-premarket-new-model-3-production-goals-leak/ … pic.twitter.com/ov75Efve3K",,,,"986590986083201024",https://twitter.com/Teslarati/status/986590986083201024
Dean Asbell,DeanAsbell,2018-04-18 18:31,13,70,"$ TSLA Today should be especially interesting on the Tesla Factory floor as employees, who think they're smarter than their boss, implement Elon's new rules of walking out of worthless meetings and ignoring the chain of command.",,,,"986590549594390531",https://twitter.com/DeanAsbell/status/986590549594390531
Dean Asbell,DeanAsbell,2018-04-18 02:36,16,70,"$ TSLA These daily acts of desperation from Elon are so transparent and do not inspire confidence. That email was embarrassing. Even my worst boss would not have written such a stupid and immature email.",,,,"986350111411265536",https://twitter.com/DeanAsbell/status/986350111411265536
Aziz Saba,SabaCapital13,2018-04-25 03:42,2,9,"Once $ TSLA hits $420 ( shortly) I'll have some free money to sue these frauds with a lawsuit for disinformation .does anyone know the real identity of montana skeptic? does he really have 1 billion in AUM? probably zero $ TSLAQ pic.twitter.com/BYsED2jg66",,,,"988903442839212032",https://twitter.com/SabaCapital13/status/988903442839212032
JE$US,WallStJesus,2018-04-25 03:29,8,8,"TUESDAY'S ACTIVE LINES: $ AAPL $ FB $ NFLX $ TSLA $ GOOGL $ BABA $ MU $ AMD $ TWTR $ APC $ BAC http:// WALLSTJESUS.COM pic.twitter.com/A8zLFuU3wC",,,,"988900193960685568",https://twitter.com/WallStJesus/status/988900193960685568
Don't Bet Against Elon,SteveHamel1,2018-04-25 00:23,2,6,"Yay...$ TSLA is + next stop 500 pic.twitter.com/NJhUf4opRN",,,,"988853544148140034",https://twitter.com/SteveHamel1/status/988853544148140034
Bark M. Sméagol,BarkMSmeagol,2018-04-24 23:56,9,31,"$ TSLAQ : “OMG, @Tesla is recalling 120K Model S for issues related to a Bosch power steering unit!!! What kind of is Tesla building!?!? $ TSLA IS A ZERO!!” Meanwhile, the competition who is supposed to be SO much better at building reliable cars... pic.twitter.com/xHqLQNpM6i",,@Tesla,,"988846719159885824",https://twitter.com/BarkMSmeagol/status/988846719159885824
jason woron,jason_woron,2018-04-24 19:51,1,7,"Musks silence is deafening. $ TSLA",,,,"988784901620162561",https://twitter.com/jason_woron/status/988784901620162561
Thomas J. Thias / Clean Energy Retort,AmazingChevVolt,2018-04-24 11:43,3,4,"PUBLISHERS NOTE/ +100 #BloombergModel3BuildTracker 4.23.18 @Tesla #Automotive Division #TeslaModel3 #Model3 #ElectricFueledVehicle : #EV #ZEV #ElectricCar An @ElonMusk Co Twenty Thousand Four Hundred Thirty Nine. 20,439+ Total Cars / 2,556+ Wk https://www. bloomberg.com/graphics/2018- tesla-tracker/ … $ TSLA pic.twitter.com/h5KT4IcZbE",,@Tesla @ElonMusk,#BloombergModel3BuildTracker #Automotive #TeslaModel3 #Model3 #ElectricFueledVehicle #EV #ZEV #ElectricCar,"988662086833262592",https://twitter.com/AmazingChevVolt/status/988662086833262592
"Elon Says",ElonBachman,2018-04-24 06:10,6,26,"$ TSLA 's revolutionary Model 3 Sigma manufacturing is taking the automotive world by storm. pic.twitter.com/EmPJRcLICk",,,,"988578312061677573",https://twitter.com/ElonBachman/status/988578312061677573
NetflixAndLamp,NetflixAndLamp,2018-04-24 05:18,5,18,"H/t to TeslaCharts. For months I thought M3 was hideous, but $ TSLA took photos from careful angles to make it look good. Here's a real angle. Looks like a fat chick I banged in college. Regret it to this day. Still have nightmares about her. Kanye knows what I'm talking about. pic.twitter.com/GJaQWAXzUs",,,,"988565343818969088",https://twitter.com/NetflixAndLamp/status/988565343818969088
Keubiko,Keubiko,2018-04-24 00:52,28,87,"$ TSLA with a descending wedgie formation on the daily chart. Not bullish at all. #TechnicalAnalysis pic.twitter.com/KwtmNPII5T",,,#TechnicalAnalysis,"988498297135431680",https://twitter.com/Keubiko/status/988498297135431680
Dan DeBaun,mspbjDeBaun,2018-04-24 00:22,5,7,"Target adding dozens of car-charging stations from Tesla, ChargePoint, VW's Electrify America: http:// bizj.us/1pkvd6 $ TGT $ TSLA pic.twitter.com/uc93CQAAf4",,,,"988490792137363456",https://twitter.com/mspbjDeBaun/status/988490792137363456
Quoth the Raven,QTRResearch,2018-04-23 23:26,33,144,"$ TSLA has a problem - stock moving lower now is a confidence break - Elon has already promised everything he can promise: cash flow positive, no capital raises, 6000 cars/week - with stock in a weak tape regardless of these promises, unless they are all met, $ TSLA keeps falling.",,,,"988476741583884288",https://twitter.com/QTRResearch/status/988476741583884288
Soddy Daisy Lacrosse,Trojans_Lax,2018-04-23 17:05,3,6,"Bring your raincoat. Gameday at Boyd Buchanan's turf field. @Trojans_Lax vs @SMLax #Legsfeedthewolf #SoddyDaisyTrojans @TSLA _Lacrosse @ChattaSports @tennesseelax @sdathletics @soddydaisynews @USLacrosse_TN pic.twitter.com/BGCDrfNtzs",,@Trojans_Lax @SMLax @TSLA @ChattaSports @tennesseelax @sdathletics @soddydaisynews @USLacrosse_TN,#Legsfeedthewolf #SoddyDaisyTrojans,"988380942782910465",https://twitter.com/Trojans_Lax/status/988380942782910465
ContrarianShort,ContrarianShort,2018-04-22 21:56,8,21,"This is why I think $ TSLA is simply structurally unprofitable. pic.twitter.com/rakXB3oxzd",,,,"988091767001141248",https://twitter.com/ContrarianShort/status/988091767001141248
Anner J. Bonilla🇵🇷🛩️✈️🔧,annerajb,2018-04-20 20:10,7,15,"$ TSLA still sending invites amid shutdown 74 more since yesterday was sent. Deliveries still staying pre-shutdown levels daily. 46% on California I guess we now know what those cars in the parking lots were waiting for.. 62% configured. @ValueAnalyst1 @vincent13031925 pic.twitter.com/c79lIhcZej",,@ValueAnalyst1 @vincent13031925,,"987340207396663296",https://twitter.com/annerajb/status/987340207396663296
Page Boys Lacrosse,patriotslaxclub,2018-04-20 08:41,3,10,"And Page holds on for the 12-10 win after a huge second half by @HvilleLacrosse . Next up on Saturday in Baxter @beeslax and FCA Chattanooga! #nonstoplacrosse @TSLA _Lacrosse",,@HvilleLacrosse @beeslax @TSLA,#nonstoplacrosse,"987166920477638656",https://twitter.com/patriotslaxclub/status/987166920477638656
TeslaCharts,TeslaCharts,2018-04-19 20:04,12,52,"No thread on Jonas, just consider this. In his model by year end: Cash = $1.03B, customer deposits = $759MM Accounts payable = $4.603B, accrued liabilities = $1.769B So [AP + accrued liabilities]/[cash - customer deposits] = 23.5! Yet his price target is $376 a share. $ tsla",,,,"986976243282317312",https://twitter.com/TeslaCharts/status/986976243282317312
ContrarianShort,ContrarianShort,2018-04-19 06:41,13,63,"$ TSLA $ TSLAQ Thanks to whoever created this. My dreams will be forever haunted. pic.twitter.com/KmYF5A4N1F",,,,"986774134247092224",https://twitter.com/ContrarianShort/status/986774134247092224
Quoth the Raven,QTRResearch,2018-04-18 05:12,27,200,"$ TSLA is once again up $6 - for like the third time in 2 weeks - on something Elon Musk has said, but not done. This stock is nuts. Why not say you’re shooting for 20,000 cars/week?",,,,"986389356993753088",https://twitter.com/QTRResearch/status/986389356993753088
Jay Van Sciver,HedgeyeIndstrls,2018-04-18 05:06,11,54,"“I have asked the Tesla finance team to comb through every expense worldwide, no matter how small, and cut everything that doesn’t have a strong value justification.” $ tsla Finance Team rn pic.twitter.com/3E7zq5eVA7",,,,"986387889285148678",https://twitter.com/HedgeyeIndstrls/status/986387889285148678
Christopher Mahoney,christophermah3,2018-04-15 21:05,6,10,"$ TSLA has reinvented car manufacturing: Musk said the Model 3 is in "production hell" because Tesla used too many robots. "It's worse than I thought," Musk said. "We have this crazy complex network of conveyor belts and it was not working so we got rid of that whole thing."",,,,"985542147825979393",https://twitter.com/christophermah3/status/985542147825979393
NetflixAndLamp,NetflixAndLamp,2018-04-24 03:13,3,18,"Bulls tweeting photos showing lot 50% full at night and 100% full during day (bullsh*t until I see aerial). Many of those are construction workers fixing M3 line. Soon there will only be two cars in lot, belonging to Elon and Deepak, who will be inside shredding documents. $ TSLA",,,,"988533757744476161",https://twitter.com/NetflixAndLamp/status/988533757744476161
Thaumaturgist Denier,AntiThaumaturge,2018-04-24 00:31,4,29,"A key difference between $ tsla / $ TSLAQ & $ NFLX is that Reed Hastings is honest about the fact he will continue to have negative FCF for foreseeable future. Musk on the other hand continues to lie to shareholders about being profitable or cash flow positive.",,,,"988493105811873793",https://twitter.com/AntiThaumaturge/status/988493105811873793
NewEnglandWire&Cable,ValuInvstrToday,2018-04-23 21:32,4,5,"$ TSLA It's about to get real. pic.twitter.com/AQpYX4JFUN",,,,"988448008776962048",https://twitter.com/ValuInvstrToday/status/988448008776962048
Anner J. Bonilla🇵🇷🛩️✈️🔧,annerajb,2018-04-23 21:19,7,29,"It seems $ TSLA awful demand for model s and x is showing up on Norway.. oh wait no it's not.. they received a shipment after EOQ. Also new record over 2017 april and any first month of a quarter... pic.twitter.com/Zl0ZzLzmkQ",,,,"988444797798150144",https://twitter.com/annerajb/status/988444797798150144
Mark B. Spiegel,markbspiegel,2018-04-23 19:48,7,14,"Just out from @probesreporter ... $ TSLA $ TSLAQ pic.twitter.com/j7OpkrjIQK",,@probesreporter,,"988421971682742272",https://twitter.com/markbspiegel/status/988421971682742272
TeslaCharts,TeslaCharts,2018-04-23 17:22,10,25,"Just in case you had the tiniest sliver of doubt as to what’s actually going on here $ tsla pic.twitter.com/Xk1PH8cIfa",,,,"988385005033459713",https://twitter.com/TeslaCharts/status/988385005033459713
"Elon Says",ElonBachman,2018-04-22 21:43,22,64,"Somebody just realized that the $ TSLA Model 3 forces you to be a distracted driver. pic.twitter.com/OR9zSOJj2x",,,,"988088443807911936",https://twitter.com/ElonBachman/status/988088443807911936
TeslaCharts,TeslaCharts,2018-04-21 18:00,9,59,"Ok everyone. Just so we’re all clear on the bull thesis. $ tsla http://www. cbc.ca/news/business/ tesla-electric-vehicles-ev-environment-cars-emissions-1.4624510 … pic.twitter.com/o8hF3kjuXM",,,,"987669864671215616",https://twitter.com/TeslaCharts/status/987669864671215616
Andreas Hopf,Andreas_Hopf,2018-04-21 03:39,7,21,"At today's share price of $290, $ TSLA is currently valued for around 1.6 million annual sales with an EPS of $7.20 and a $3.30 dividend. The company is still grossly overvalued.",,,,"987453262222778369",https://twitter.com/Andreas_Hopf/status/987453262222778369
TeslaCharts,TeslaCharts,2018-04-21 01:46,13,36,"Time for This Week in Pump* Now with the newly added Pump of the Week* $ TSLA ('This Week in Pump' and 'Pump of the Week' are the non-exclusive anti-intellectual property of @TeslaCharts . No rights reserved.) pic.twitter.com/FIdOfTSiM8",,@TeslaCharts,,"987424847289634816",https://twitter.com/TeslaCharts/status/987424847289634816
Bag Holder,BagholderQuotes,2018-04-21 00:53,24,125,""GOOD news , best is yet To come." $ TSLA #WeCouldntAgreeMore pic.twitter.com/CRtxMlTBvj",,,#WeCouldntAgreeMore,"987411397180043265",https://twitter.com/BagholderQuotes/status/987411397180043265
Bark M. Sméagol,BarkMSmeagol,2018-04-20 09:30,5,21,"$ TSLAQ ‘s Chief Excrement Officer #CEO continues to mislead $ TSLA investors with the same old @Tesla nonesense. #SecuritiesFraud @SEC_Enforcement pic.twitter.com/ujcKmE39r8",,@Tesla @SEC_Enforcement,#CEO #SecuritiesFraud,"987179071292321793",https://twitter.com/BarkMSmeagol/status/987179071292321793
Lance Roberts,LanceRoberts,2018-04-20 06:45,15,21,"More hilarious facts about Tesla from a hedge fund manager who’s short the stock: https://www. sovereignman.com/trends/the-man y-ways-tesla-could-go-bankrupt-from-a-fund-thats-massively-short-the-stock-23345/ … by @thesovereignman $ TSLA pic.twitter.com/ehRMIVLVWP",,@thesovereignman,,"987137705174847490",https://twitter.com/LanceRoberts/status/987137705174847490
TESLARATI,Teslarati,2018-04-19 23:26,25,112,"Tesla stock $ TSLA remains resilient in the face of CA regulators’ safety investigation - https://www. teslarati.com/tesla-stock-ts la-regulators-safety-investigation/ … pic.twitter.com/s4tWYljSp3",,,,"987027143640174593",https://twitter.com/Teslarati/status/987027143640174593
Quoth the Raven,QTRResearch,2018-04-19 16:32,113,327,"UBS takes a huge shit on $ TSLA pic.twitter.com/A6s8wvcZvR",,,,"986923042990411776",https://twitter.com/QTRResearch/status/986923042990411776
Jeffrey Wright,1991Wolfpack,2018-04-18 19:38,8,11,"$ SQM exec reiterates high level production guidance. Company currently has annual lithium carbonate production capacity of 48,000 tonnes in Chile, which it will expand to 70,000 tonnes this year and 100,000 tonnes in 2019. #Lithium story much bigger and mainstream than $ TSLA .",,,#Lithium,"986607517445775360",https://twitter.com/1991Wolfpack/status/986607517445775360
Dart,Yeomen23,2018-04-18 18:29,7,34,"$ TSLA . remember the company that had every expenditure approved by the CEO personally that was not running out of money? Me either #musklies",,,#musklies,"986590025474301952",https://twitter.com/Yeomen23/status/986590025474301952
ratkilr,iamratkiller,2018-04-18 08:26,6,17,"A couple weeks ago Musk said they were going to slow down for safety and quality reasons.. now they are going to go full bore 24/7 buwahahaha.. good luck with that. What happens when parts cant be supplied fast enough..... production back to standstill. $ TSLA",,,,"986438245461327872",https://twitter.com/iamratkiller/status/986438245461327872
Montana Skeptic,MontanaSkeptic1,2018-04-17 16:33,17,60,"About those $ TSLA parts being reworked per the story by @lorakolodny ... pic.twitter.com/aqc5DXO1pO",,@lorakolodny,,"986198485920894977",https://twitter.com/MontanaSkeptic1/status/986198485920894977
skabooshka,skabooshka,2018-04-23 11:53,10,39,"$ TSLA fremont factory Sunday 11:00PM. Parking lot ~50% full. pic.twitter.com/DCQL9rm87o",,,,"988302297653329920",https://twitter.com/skabooshka/status/988302297653329920
Thomas J. Thias / Clean Energy Retort,AmazingChevVolt,2018-04-23 10:52,3,6,"PUBLISHERS NOTE/ +100 #BloombergModel3BuildTracker 4.23.18 @Tesla #Automotive Division #TeslaModel3 #Model3 #ElectricFueledVehicle : #EV #ZEV #ElectricCar An @ElonMusk Co Twenty Thousand And Fourteen! 20,014+ Total Cars / 2,616+ Wk Via | @Business https://www. bloomberg.com/graphics/2018- tesla-tracker/ … $ TSLA pic.twitter.com/59lRNFutCc",,@Tesla @ElonMusk @Business,#BloombergModel3BuildTracker #Automotive #TeslaModel3 #Model3 #ElectricFueledVehicle #EV #ZEV #ElectricCar,"988286980084682752",https://twitter.com/AmazingChevVolt/status/988286980084682752
Option_Sniper,option_snipper,2018-04-22 08:28,15,72,"Stock performance comparisons. Very simple yet powerful demonstration about how names are doing. $ nflx $ twtr both strong leaders. $ amzn next with stronger recent move. $ nvda $ mu $ ba $ intc $ ba $ msft good but weaker these days. $ googl $ fb $ aapl $ snap $ tsla $ bidu problems recently. pic.twitter.com/2VQWvynxUr",,,,"987888284801126401",https://twitter.com/option_snipper/status/987888284801126401
SheepWolf [LTC],realsheepwolf,2018-04-21 01:00,7,12,"$ FUSZ #SuiteWorld18 04/23/27 BIG TIME, BIG MONEY YOU WANT TO WIN, YOU'VE GOT TO BE IN THE GAME DD HERE: https:// investorshangout.com/post/view?id=4 995855 … $ LLNW $ AAPL $ MSFT $ CRM $ ORCL $ GE $ NOK $ SNAP $ FB $ TWTR $ TSLA $ CANN $ APHQF $ DRNA $ ZNGA $ INTC $ CHPE $ FNMA $ CALI $ OGRMF $ LNGG $ RAD $ BABA $ NFLX pic.twitter.com/sqVRpkpNZb",,,#SuiteWorld18,"987413253805559808",https://twitter.com/realsheepwolf/status/987413253805559808
SheepWolf [LTC],realsheepwolf,2018-04-21 00:05,6,9,"$ FUSZ CAN YOU IMAGINE WHAT HAPPENS TO $ FUSZ SHARE PRICE MONDAY OR TUESDAY WHEN AN ORACLE ( $ ORCL :NYSE) /FUSZ JOINT PRESS RELEASE HITS #UNICORN #WEALTHBUILDER $ AAPL $ CANN $ LLNW $ DRNA $ HEAR $ CALI $ CANN $ CHPE $ TPCA $ XNET $ BABA $ SNAP $ TWTR $ FB $ MSFT $ TSLA $ NOK $ CRM $ ERIC pic.twitter.com/1YFLiQ7jCU",,,#UNICORN #WEALTHBUILDER,"987399254493843456",https://twitter.com/realsheepwolf/status/987399254493843456
